base_ref,base_sha,closed_at,created_at,draft,head_ref,head_sha,html_url,merge_commit_sha,merged_at,number,state,title,updated_at,user,files_changed,additions,deletions,changes,deletion_ratio,touch_main_js,touch_config_js,touch_anchorage,touch_landmark,touch_validator,added_files,modified_files,removed_files,filenames,kw_stale,kw_rollback,kw_sparse,kw_post_array,kw_duplicate,kw_green_but_bad,kw_not_merge_safe,kw_merge_safe_positive,comment_count,comment_chars,risk_comment_label,title_cosmic_batch,title_landmark,title_fix,slot_start,slot_end,slot_span,merged,closed_unmerged,open,created_hour_utc,created_date,minutes_since_prev_merge,merges_prior_30m,prs_created_prior_30m,git_base_exists,git_head_exists,git_merge_sha_exists,git_merge_base_sha,git_base_is_ancestor_of_head,git_merge_base_is_base,git_commits_behind_base,git_commits_ahead_base,git_files_changed,git_additions,git_deletions,git_changes,git_deletion_ratio,git_filenames,git_touch_main_js,git_touch_config_js,git_touch_anchorage,git_touch_landmark,git_touch_validator,git_added_files,git_modified_files,git_removed_files,git_renamed_or_copied_files,git_base_cosmic_sights,git_head_cosmic_sights,git_cosmic_sights_delta
main,0f9ad4f7410659331bffd0350a0f4367dc26e746,2026-05-06 19:33:15+00:00,2026-05-06 18:45:36+00:00,False,sonnet45-4000-milestone,e6b67fc58c5386bfab13174f6c50f52d3e1043e2,https://github.com/ai-village-agents/the-universe/pull/12,b1471f2de1d8e47d7ffe47b69407ed925e510123,2026-05-06 19:33:15+00:00,12,closed,"Update Persistence Garden to 4,000 secrets (×100 milestone)",2026-05-06 19:33:15+00:00,claude-sonnet-45,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,18,2026-05-06,0.8833333333333333,4,8,1,1,1,0f9ad4f7410659331bffd0350a0f4367dc26e746,1,1,0,5,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,,,
main,c4a804b68b9df6593c59715557d667e000a63f86,2026-05-06 18:46:48+00:00,2026-05-06 18:46:11+00:00,False,opus45-9050-batch22,f10c9b043ce3b6be97154104a70c7b57763a942f,https://github.com/ai-village-agents/the-universe/pull/13,6622b980f327a25dc7433b77a986db820a94b595,2026-05-06 18:46:48+00:00,13,closed,"Add 25 Cosmological Observations sights (9,026-9,050)",2026-05-06 18:46:49+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-06,1.4666666666666666,4,9,1,1,1,c4a804b68b9df6593c59715557d667e000a63f86,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,9541f43823bf47d97fb3de24a7103b37a7f1a4c7,2026-05-06 18:54:58+00:00,2026-05-06 18:48:07+00:00,False,opus45-9075-batch23,7b3bc257679050f2463ec0b243f6e4b5fbf525bc,https://github.com/ai-village-agents/the-universe/pull/14,1bec4fd469de048e0176afff321b135856f4ca9c,2026-05-06 18:54:58+00:00,14,closed,"Add 25 Multi-Messenger Astronomy sights (9,051-9,075)",2026-05-06 18:54:59+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-06,1.3166666666666667,5,10,1,1,1,9541f43823bf47d97fb3de24a7103b37a7f1a4c7,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,1b97de625eed08e3828f748e84a1ebeca946b205,2026-05-06 18:51:18+00:00,2026-05-06 18:50:14+00:00,False,opus47-anchorage-v42,8c8df4b3af27cb71e5aa7b69037836a0a4f233a4,https://github.com/ai-village-agents/the-universe/pull/15,9541f43823bf47d97fb3de24a7103b37a7f1a4c7,2026-05-06 18:51:18+00:00,15,closed,"Anchorage v42: beach yoga, sand turtle, pier starfish keeper",2026-05-06 18:51:18+00:00,claude-opus-4-7-village,1,178,0,178,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,18,2026-05-06,1.5,6,11,1,1,1,1b97de625eed08e3828f748e84a1ebeca946b205,1,1,0,1,1,178,0,178,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,bf3d1b96eb70a0805c2d8c4b83fd6a553dfcd5b4,2026-05-06 19:02:33+00:00,2026-05-06 18:53:04+00:00,False,opus47-anchorage-v43,1a447b726d692e781e1ff4e49e2383c4723db7ee,https://github.com/ai-village-agents/the-universe/pull/16,d1a1abccc9c6b7e5a05e086c7b4cab2a8d0bba50,2026-05-06 19:02:33+00:00,16,closed,"Anchorage v43: sandcastle contest, fish market, spectators",2026-05-06 19:02:33+00:00,claude-opus-4-7-village,1,220,0,220,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,18,2026-05-06,1.7666666666666666,7,12,1,1,1,bf3d1b96eb70a0805c2d8c4b83fd6a553dfcd5b4,1,1,0,1,1,220,0,220,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,1bec4fd469de048e0176afff321b135856f4ca9c,2026-05-06 18:57:07+00:00,2026-05-06 18:56:24+00:00,False,gpt55/atlas-import-and-count-sync-114939,9f16609db113a837c7fe7820c6b7a3373e40eb7c,https://github.com/ai-village-agents/the-universe/pull/17,708a42ebfef7ec116c5201967e3ff395bb25cd26,2026-05-06 18:57:07+00:00,17,closed,Sync Atlas controls and cosmic sight counts,2026-05-06 18:57:09+00:00,gpt-5-5-village,2,19,7,26,0.2692307692307692,0,0,0,0,0,0,2,0,cosmic-sight-tracker.js;cosmic-sights-atlas.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-06,1.4333333333333333,8,13,1,1,1,1bec4fd469de048e0176afff321b135856f4ca9c,1,1,0,1,2,19,7,26,0.2692307692307692,cosmic-sight-tracker.js;cosmic-sights-atlas.js,0,0,0,0,0,0,2,0,0,,,
main,708a42ebfef7ec116c5201967e3ff395bb25cd26,2026-05-06 18:59:01+00:00,2026-05-06 18:57:14+00:00,False,opus45-9100-batch24,7def20b2f04ec1d865daac85d4d126f797d62d0d,https://github.com/ai-village-agents/the-universe/pull/18,28416b7f11112965dabfd4a6059773b315875a36,2026-05-06 18:59:01+00:00,18,closed,"Add 25 High-Energy Astrophysics sights (9,076-9,100)",2026-05-06 18:59:01+00:00,claude-opus-4-5,1,27,2,29,0.06896551724137931,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-06,0.11666666666666667,9,14,1,1,1,708a42ebfef7ec116c5201967e3ff395bb25cd26,1,1,0,1,1,27,2,29,0.0689655172413793,main.js,1,0,0,0,0,0,1,0,0,,,
main,f673ace2a0691e48610d02d9aa040a84469e2ee3,2026-05-06 19:13:06+00:00,2026-05-06 18:59:07+00:00,False,gpt55/sync-directory-visit-counts-115832,4d975a8c66de7ce0790beb2adb9cd3cef1aa4d16,https://github.com/ai-village-agents/the-universe/pull/19,46ecdc7c8850a799326666f6c46ab2601895ddd2,2026-05-06 19:13:06+00:00,19,closed,Sync Directory visit counts with Achievements,2026-05-06 19:13:17+00:00,gpt-5-5-village,2,25,0,25,0.0,1,0,0,0,0,0,2,0,main.js;world-visit-counter.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,18,2026-05-06,0.1,10,14,1,1,1,f673ace2a0691e48610d02d9aa040a84469e2ee3,1,1,0,3,2,25,0,25,0.0,main.js;world-visit-counter.js,1,0,0,0,0,0,2,0,0,,,
main,28416b7f11112965dabfd4a6059773b315875a36,2026-05-06 19:00:58+00:00,2026-05-06 19:00:23+00:00,False,opus45-9125-batch25,4411be05dcefabe78f5abf081395b60e813f1885,https://github.com/ai-village-agents/the-universe/pull/20,bf3d1b96eb70a0805c2d8c4b83fd6a553dfcd5b4,2026-05-06 19:00:58+00:00,20,closed,"Add 25 Stellar Populations & Galactic Archaeology sights (9,101-9,125)",2026-05-06 19:00:58+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,19,2026-05-06,1.3666666666666667,10,14,1,1,1,28416b7f11112965dabfd4a6059773b315875a36,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,3ec78bf41b193c9f267765af712da1b89f1e3795,2026-05-06 19:08:14+00:00,2026-05-06 19:02:06+00:00,False,opus45-9150-batch26,22746e94cc0fc31ce41aaa018752373e26628349,https://github.com/ai-village-agents/the-universe/pull/21,fe7c7b364c195bc56cc86c2f3f7ddf3806bc0828,2026-05-06 19:08:14+00:00,21,closed,"Add 25 Stellar Winds & Mass Loss sights (9,126-9,150)",2026-05-06 19:08:15+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,19,2026-05-06,1.1333333333333333,11,14,1,1,1,3ec78bf41b193c9f267765af712da1b89f1e3795,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,d1a1abccc9c6b7e5a05e086c7b4cab2a8d0bba50,2026-05-06 19:07:05+00:00,2026-05-06 19:05:44+00:00,False,opus47-anchorage-v44,ac3bc67005766e573fa5d759813eb790c97f161b,https://github.com/ai-village-agents/the-universe/pull/22,3ec78bf41b193c9f267765af712da1b89f1e3795,2026-05-06 19:07:04+00:00,22,closed,"Anchorage v44: anemone tide pool, net-mending fishermen, shore patrol jeep",2026-05-06 19:07:05+00:00,claude-opus-4-7-village,1,233,0,233,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,19,2026-05-06,3.183333333333333,11,12,1,1,1,d1a1abccc9c6b7e5a05e086c7b4cab2a8d0bba50,1,1,0,1,1,233,0,233,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,fe7c7b364c195bc56cc86c2f3f7ddf3806bc0828,2026-05-06 19:10:31+00:00,2026-05-06 19:06:35+00:00,False,sonnet45-4050-milestone,554c7f76b11292275ff8da8757c98daea4b902bf,https://github.com/ai-village-agents/the-universe/pull/23,deebc86948ff691876f418d5df250f0f6d703299,2026-05-06 19:10:31+00:00,23,closed,"Update Persistence Garden: 4,050 secrets (×50 milestone)",2026-05-06 19:10:31+00:00,claude-sonnet-45,1,1,1,2,0.5,0,1,0,0,0,0,1,0,config.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,19,2026-05-06,4.033333333333333,11,13,1,1,1,fe7c7b364c195bc56cc86c2f3f7ddf3806bc0828,1,1,0,2,1,1,1,2,0.5,config.js,0,1,0,0,0,0,1,0,0,,,
main,1260648c8a0d6389162155a3b37e8d2492cafdf0,2026-05-06 19:24:09+00:00,2026-05-06 19:09:08+00:00,False,opus47-anchorage-v45,ba09737a4fc43b707fb884d6592a3cc3c8e525e2,https://github.com/ai-village-agents/the-universe/pull/24,2bb8587149a8d14977d15d3d4362c5313abaf97a,2026-05-06 19:24:09+00:00,24,closed,"Anchorage v45: rescue helicopter, beach DJ booth, plein-air painter",2026-05-06 19:24:10+00:00,claude-opus-4-7-village,1,327,0,327,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,19,2026-05-06,0.9,13,14,1,1,1,1260648c8a0d6389162155a3b37e8d2492cafdf0,1,1,0,1,1,327,0,327,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,deebc86948ff691876f418d5df250f0f6d703299,2026-05-06 19:11:42+00:00,2026-05-06 19:10:01+00:00,False,opus45-9175-batch27,dbb20cf0a65426f6d133dda26ae531e9963901d9,https://github.com/ai-village-agents/the-universe/pull/25,f673ace2a0691e48610d02d9aa040a84469e2ee3,2026-05-06 19:11:42+00:00,25,closed,"Add 25 Exotic Compact Objects & X-ray Binaries sights (9,151-9,175)",2026-05-06 19:11:42+00:00,claude-opus-4-5,1,27,0,27,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,19,2026-05-06,1.7833333333333334,13,15,1,1,1,deebc86948ff691876f418d5df250f0f6d703299,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,46ecdc7c8850a799326666f6c46ab2601895ddd2,2026-05-06 19:14:42+00:00,2026-05-06 19:12:41+00:00,False,opus45-9200-batch28,c7ef048ac91d0b147f6c7b42a0455b2e13e86158,https://github.com/ai-village-agents/the-universe/pull/26,0b9f418f0f578eb82fff8ccd7bcd986255c265ec,2026-05-06 19:14:42+00:00,26,closed,"Add 25 Gravitational Wave Sources (9,176-9,200)",2026-05-06 19:14:42+00:00,claude-opus-4-5,1,27,0,27,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,19,2026-05-06,0.9833333333333333,14,16,1,1,1,46ecdc7c8850a799326666f6c46ab2601895ddd2,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,0b9f418f0f578eb82fff8ccd7bcd986255c265ec,2026-05-06 19:16:24+00:00,2026-05-06 19:15:47+00:00,False,opus45-9225-batch29,7ade28875cf9805c6a354837d21b1ffdfe16496c,https://github.com/ai-village-agents/the-universe/pull/27,62a628015f6754e91a5893ddf198606086a26ac2,2026-05-06 19:16:24+00:00,27,closed,"Add 25 Radio Astronomy Discoveries (9,201-9,225)",2026-05-06 19:16:25+00:00,claude-opus-4-5,1,27,0,27,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,19,2026-05-06,1.0833333333333333,14,14,1,1,1,0b9f418f0f578eb82fff8ccd7bcd986255c265ec,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
